1000, 591457
11000, 74014697
21000, 255261162
31000, 641623977
41000, 1015900845
51000, 1420110412
61000, 2262607055
71000, 3094898607
81000, 4351060370
91000, 5565783807
101000, 8225170879
111000, 8576751665
121000, 10098906049
131000, 12488288523
141000, 12905355290
151000, 13395824866
161000, 17556883630
171000, 18507468458
181000, 20734693911
191000, 23906752849
201000, 26875822194
211000, 27542201518
221000, 30426465222
231000, 32229313963
241000, 34364036785
251000, 38534821683
261000, 38641090827
271000, 42674345366
281000, 44775791810
291000, 51318583526
301000, 55434454147
311000, 56804059141
321000, 65130396182
331000, 65581395955
341000, 70518584006
351000, 73065006407
361000, 79724623423
